Invoice ID,Branch,City,Customer type,Gender,Product line,Date,MonthName,Payment,Rating,Unit price,Quantity,Total Sales
434-35-9162,B,Mandalay,Member,Male,Food and beverages,04-02-2019,February,Ewallet,7.4,23.34,4,98.028
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,06-02-2019,February,Cash,6.6,28.5,8,239.4
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,08-01-2019,January,Credit card,5.9,55.57,3,175.0455
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,05-03-2019,March,Credit card,8.9,69.74,10,732.27
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,16-03-2019,March,Ewallet,6.8,97.26,4,408.492
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,09-03-2019,March,Cash,9.3,52.18,7,383.523
247-11-2470,A,Yangon,Member,Female,Fashion accessories,01-03-2019,March,Credit card,4.4,22.32,4,93.744
635-28-5728,A,Yangon,Normal,Male,Health and beauty,28-02-2019,February,Ewallet,4.8,56,3,176.4
756-49-0168,A,Yangon,Member,Male,Fashion accessories,08-02-2019,February,Ewallet,9.5,19.7,1,20.685
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,24-01-2019,January,Ewallet,8.9,75.88,7,557.718
238-45-6950,B,Mandalay,Member,Male,Food and beverages,01-03-2019,March,Ewallet,6.4,53.72,1,56.406
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,10-03-2019,March,Credit card,6,81.95,10,860.475
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,23-03-2019,March,Credit card,8.1,81.2,7,596.82
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,29-01-2019,January,Ewallet,9,58.76,10,616.98
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,12-01-2019,January,Ewallet,6,91.56,8,769.104
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,20-03-2019,March,Cash,9.8,93.96,9,887.922
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,23-03-2019,March,Cash,8.5,55.61,7,408.7335
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,14-01-2019,January,Ewallet,8.8,84.83,1,89.0715
373-14-0504,A,Yangon,Member,Female,Sports and travel,12-02-2019,February,Ewallet,8.8,71.63,2,150.423
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,20-02-2019,February,Ewallet,9.5,37.69,2,79.149
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,02-01-2019,January,Credit card,5.6,31.67,8,266.028
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,02-02-2019,February,Cash,8.6,38.42,1,40.341
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,08-01-2019,January,Credit card,5.2,65.23,10,684.915
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,30-01-2019,January,Credit card,5.8,10.53,5,55.2825
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,26-03-2019,March,Credit card,8,12.29,9,116.1405
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,15-01-2019,January,Cash,9,81.23,7,597.0405
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,14-03-2019,March,Ewallet,4.1,22.32,4,93.744
585-86-8361,A,Yangon,Normal,Female,Food and beverages,03-02-2019,February,Credit card,8.6,27.28,5,143.22
807-14-7833,A,Yangon,Member,Female,Electronic accessories,22-02-2019,February,Ewallet,7,17.42,10,182.91
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,24-01-2019,January,Ewallet,8.4,73.28,5,384.72
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,25-01-2019,January,Ewallet,7.4,84.87,3,267.3405
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,09-03-2019,March,Credit card,6.2,97.29,8,817.236
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,17-02-2019,February,Ewallet,4.9,35.74,8,300.216
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,11-01-2019,January,Cash,4.5,96.52,6,608.076
250-17-5703,A,Yangon,Member,Male,Food and beverages,27-02-2019,February,Ewallet,5.6,18.85,10,197.925
156-95-3964,A,Yangon,Normal,Female,Food and beverages,25-03-2019,March,Ewallet,8,55.39,4,232.638
842-40-8179,B,Mandalay,Member,Female,Food and beverages,11-02-2019,February,Credit card,5.6,77.2,10,810.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,31-01-2019,January,Credit card,4.2,72.13,10,757.365
410-67-1709,A,Yangon,Member,Female,Fashion accessories,20-01-2019,January,Ewallet,9.9,63.88,8,536.592
587-73-4862,A,Yangon,Member,Female,Health and beauty,26-03-2019,March,Ewallet,7.6,10.69,5,56.1225
787-87-2010,A,Yangon,Member,Male,Health and beauty,20-01-2019,January,Credit card,6.6,55.5,4,233.1
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,05-03-2019,March,Ewallet,4.7,95.46,8,801.864
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,05-01-2019,January,Credit card,9.8,76.06,3,239.589
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13-02-2019,February,Cash,6.3,13.69,6,86.247
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,16-03-2019,March,Cash,7.9,95.64,4,401.688
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,15-01-2019,January,Cash,7.7,11.43,6,72.009
707-32-7409,B,Mandalay,Member,Female,Sports and travel,26-02-2019,February,Ewallet,4.5,95.54,4,401.268
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,27-02-2019,February,Credit card,8,85.87,7,631.1445
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,17-02-2019,February,Ewallet,5.7,67.99,7,499.7265
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,06-02-2019,February,Credit card,6.3,52.42,1,55.041
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,17-01-2019,January,Cash,6,65.65,2,137.865
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,22-01-2019,January,Credit card,8,28.86,5,151.515
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,05-03-2019,March,Credit card,4.2,65.31,7,480.0285
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,03-01-2019,January,Cash,9.6,93.38,1,98.049
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,20-03-2019,March,Cash,6.1,25.25,5,132.5625
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,31-01-2019,January,Ewallet,5.6,87.87,9,830.3715
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,19-02-2019,February,Cash,8.3,21.8,8,183.12
534-53-3526,A,Yangon,Normal,Female,Sports and travel,11-02-2019,February,Ewallet,7.8,94.76,4,397.992
307-04-2070,A,Yangon,Member,Female,Fashion accessories,05-02-2019,February,Credit card,4.1,30.62,1,32.151
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,03-03-2019,March,Cash,8.8,44.01,8,369.684
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,24-02-2019,February,Ewallet,4.1,10.16,5,53.34
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,04-02-2019,February,Credit card,9,74.58,7,548.163
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,19-02-2019,February,Ewallet,5.5,71.89,8,603.876
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,23-01-2019,January,Credit card,9.3,10.99,5,57.6975
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,14-01-2019,January,Credit card,5.6,60.47,3,190.4805
497-37-6538,A,Yangon,Normal,Male,Sports and travel,17-01-2019,January,Ewallet,9.7,58.91,7,432.9885
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,03-03-2019,March,Credit card,4,46.41,1,48.7305
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,15-02-2019,February,Credit card,9.2,68.55,4,287.91
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,15-01-2019,January,Credit card,4.9,97.37,10,1022.385
263-12-5321,A,Yangon,Member,Male,Electronic accessories,27-02-2019,February,Credit card,9.3,92.6,7,680.61
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,26-02-2019,February,Credit card,6.6,46.61,2,97.881
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,15-03-2019,March,Ewallet,4.3,27.18,2,57.078
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,24-01-2019,January,Cash,5.5,60.87,1,63.9135
864-24-7918,A,Yangon,Member,Female,Sports and travel,22-02-2019,February,Cash,8.1,24.49,10,257.145
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,15-03-2019,March,Credit card,9.8,92.78,1,97.419
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,11-02-2019,February,Ewallet,9.4,86.69,5,455.1225
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,12-01-2019,January,Ewallet,7.9,23.01,6,144.963
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,03-03-2019,March,Ewallet,5.1,30.2,8,253.68
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,23-03-2019,March,Ewallet,6.9,67.39,7,495.3165
759-29-9521,A,Yangon,Member,Female,Fashion accessories,04-03-2019,March,Cash,8,48.96,9,462.672
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,23-02-2019,February,Cash,8,75.59,9,714.3255
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,17-03-2019,March,Cash,4.2,77.47,4,325.374
618-34-8551,A,Yangon,Normal,Female,Sports and travel,16-01-2019,January,Credit card,8.5,93.18,2,195.678
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,08-01-2019,January,Cash,9,50.23,4,210.966
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,14-01-2019,January,Cash,8.6,17.75,1,18.6375
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,31-01-2019,January,Ewallet,6,62.18,10,652.89
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,15-03-2019,March,Ewallet,6.2,10.75,8,90.3
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,24-02-2019,February,Credit card,5,40.26,10,422.73
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,08-02-2019,February,Credit card,6.5,64.97,5,341.0925
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,22-03-2019,March,Cash,6,95.15,1,99.9075
778-34-2523,A,Yangon,Member,Female,Electronic accessories,24-01-2019,January,Cash,5,48.62,8,408.408
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,14-03-2019,March,Ewallet,5,53.21,8,446.964
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,23-01-2019,January,Cash,9.2,45.44,7,333.984
832-51-6761,A,Yangon,Normal,Male,Food and beverages,19-01-2019,January,Ewallet,9.6,33.88,8,284.592
869-11-3082,B,Mandalay,Member,Male,Health and beauty,27-01-2019,January,Credit card,8.4,96.16,4,403.872
190-59-3964,B,Mandalay,Member,Male,Food and beverages,03-02-2019,February,Credit card,6,47.16,5,247.59
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,25-03-2019,March,Ewallet,6.7,52.89,4,222.138
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,24-02-2019,February,Credit card,4.1,47.68,2,100.128
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,07-02-2019,February,Cash,5.9,10.17,1,10.6785
276-75-6884,A,Yangon,Normal,Female,Health and beauty,04-03-2019,March,Cash,8.7,68.71,3,216.4365
109-86-4363,B,Mandalay,Member,Female,Sports and travel,14-02-2019,February,Credit card,4.5,60.08,7,441.588
569-76-2760,A,Yangon,Member,Female,Sports and travel,29-01-2019,January,Credit card,6.6,22.01,4,92.442
222-42-0244,B,Mandalay,Member,Female,Health and beauty,28-01-2019,January,Credit card,7.7,72.11,9,681.4395
760-53-9233,A,Yangon,Member,Male,Fashion accessories,26-03-2019,March,Credit card,8.5,41.28,3,130.032
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,24-03-2019,March,Cash,5.2,64.95,10,681.975
416-17-9926,A,Yangon,Member,Female,Electronic accessories,01-01-2019,January,Credit card,4.3,74.22,10,779.31
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,24-01-2019,January,Cash,7.6,10.56,8,88.704
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,25-02-2019,February,Cash,9.5,62.57,4,262.794
343-75-9322,B,Mandalay,Member,Female,Sports and travel,09-01-2019,January,Cash,4.1,11.85,8,99.54
528-14-9470,A,Yangon,Member,Male,Health and beauty,14-02-2019,February,Ewallet,9.2,91.3,1,95.865
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,12-03-2019,March,Ewallet,5.4,40.73,7,299.3655
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,26-03-2019,March,Cash,5.8,52.38,1,54.999
288-62-1085,A,Yangon,Member,Male,Fashion accessories,09-01-2019,January,Ewallet,5.6,38.54,5,202.335
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,02-01-2019,January,Credit card,5.1,44.63,6,281.169
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,15-01-2019,January,Cash,5.8,55.87,10,586.635
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,01-01-2019,January,Ewallet,5,29.22,6,184.086
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,15-02-2019,February,Cash,7.9,51.94,3,163.611
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,28-02-2019,February,Cash,6,60.3,1,63.315
860-73-6466,A,Yangon,Member,Female,Sports and travel,02-03-2019,March,Credit card,5,39.47,2,82.887
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,13-02-2019,February,Credit card,8.9,14.87,2,31.227
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,26-01-2019,January,Cash,5.9,21.32,1,22.386
804-38-3935,A,Yangon,Member,Male,Electronic accessories,30-01-2019,January,Credit card,5.9,93.78,3,295.407
585-90-0249,A,Yangon,Member,Male,Electronic accessories,27-01-2019,January,Ewallet,9.7,73.26,1,76.923
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,30-01-2019,January,Credit card,8.6,22.38,1,23.499
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,08-01-2019,January,Cash,4,72.88,9,688.716
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,19-01-2019,January,Cash,4.2,99.1,6,624.33
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,25-01-2019,January,Cash,9.2,74.1,1,77.805
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,19-02-2019,February,Ewallet,9.2,98.48,2,206.808
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,14-01-2019,January,Ewallet,5,53.19,7,390.9465
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,25-02-2019,February,Ewallet,10,52.79,10,554.295
160-22-2687,A,Yangon,Member,Female,Health and beauty,23-01-2019,January,Ewallet,8.8,95.95,5,503.7375
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,16-02-2019,February,Cash,4.2,36.51,9,345.0195
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,01-01-2019,January,Cash,6.3,21.12,8,177.408
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,07-03-2019,March,Cash,8.2,28.31,4,118.902
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,15-02-2019,February,Cash,5.1,57.59,6,362.817
316-66-3011,A,Yangon,Member,Female,Food and beverages,23-01-2019,January,Cash,5,47.63,9,450.1035
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,20-02-2019,February,Ewallet,7,86.27,1,90.5835
840-76-5966,A,Yangon,Member,Male,Sports and travel,08-01-2019,January,Ewallet,7.8,12.76,2,26.796
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,17-03-2019,March,Credit card,4.3,11.28,9,106.596
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,12-01-2019,January,Cash,7,51.07,7,375.3645
124-31-1458,A,Yangon,Member,Female,Electronic accessories,08-01-2019,January,Cash,6.6,79.59,3,250.7085
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,26-01-2019,January,Ewallet,7.3,33.81,3,106.5015
361-59-0574,B,Mandalay,Member,Male,Sports and travel,15-03-2019,March,Credit card,6.5,90.53,8,760.452
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,17-01-2019,January,Ewallet,4.9,62.82,2,131.922
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,08-01-2019,January,Credit card,4.3,24.31,3,76.5765
852-82-2749,A,Yangon,Normal,Male,Sports and travel,06-01-2019,January,Ewallet,9.3,64.59,4,271.278
873-14-6353,A,Yangon,Member,Male,Food and beverages,16-02-2019,February,Credit card,7.1,24.82,7,182.427
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,13-03-2019,March,Ewallet,9.6,56.5,1,59.325
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,28-01-2019,January,Cash,6.2,21.43,10,225.015
166-19-2553,A,Yangon,Member,Male,Sports and travel,18-01-2019,January,Cash,9.9,89.06,6,561.078
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,19-03-2019,March,Credit card,5.9,23.29,4,97.818
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,15-03-2019,March,Ewallet,6.3,65.26,8,548.184
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,12-02-2019,February,Cash,4,52.35,1,54.9675
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,25-02-2019,February,Cash,6.1,39.75,1,41.7375
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,21-03-2019,March,Credit card,4.5,90.02,8,756.168
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,19-01-2019,January,Ewallet,8.6,12.1,8,101.64
490-95-0021,B,Mandalay,Member,Female,Food and beverages,08-01-2019,January,Ewallet,6,33.21,10,348.705
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,30-03-2019,March,Credit card,9.5,10.18,8,85.512
311-13-6971,B,Mandalay,Member,Male,Sports and travel,20-02-2019,February,Credit card,9.9,31.99,10,335.895
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,30-03-2019,March,Ewallet,7.5,34.42,6,216.846
548-48-3156,A,Yangon,Member,Female,Food and beverages,19-03-2019,March,Cash,7.6,83.34,2,175.014
460-93-5834,A,Yangon,Normal,Male,Sports and travel,13-01-2019,January,Cash,5,45.58,7,335.013
325-89-4209,A,Yangon,Member,Male,Food and beverages,05-02-2019,February,Ewallet,6.7,87.9,1,92.295
884-80-6021,A,Yangon,Member,Female,Electronic accessories,23-03-2019,March,Ewallet,9.5,73.47,10,771.435
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,13-03-2019,March,Ewallet,6.8,12.19,8,102.396
880-46-5796,A,Yangon,Member,Male,Sports and travel,17-03-2019,March,Ewallet,5.6,76.92,10,807.66
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,21-02-2019,February,Cash,7.2,83.66,5,439.215
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,07-02-2019,February,Cash,8.1,57.91,8,486.444
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,02-03-2019,March,Credit card,8.6,92.49,5,485.5725
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,06-03-2019,March,Cash,9.4,28.38,5,148.995
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,06-02-2019,February,Credit card,8.9,50.45,6,317.835
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,28-01-2019,January,Credit card,4.2,99.16,8,832.944
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,18-01-2019,January,Ewallet,5,60.74,7,446.439
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,05-02-2019,February,Cash,8.8,47.27,6,297.801
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,02-03-2019,March,Cash,5.3,85.6,7,629.16
146-09-5432,A,Yangon,Member,Male,Food and beverages,09-02-2019,February,Ewallet,4.6,35.04,9,331.128
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,14-01-2019,January,Credit card,7.5,44.84,9,423.738
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,09-02-2019,February,Ewallet,5.1,45.97,4,193.074
595-94-9924,A,Yangon,Member,Female,Health and beauty,26-03-2019,March,Credit card,4.2,27.73,5,145.5825
865-41-9075,A,Yangon,Normal,Male,Food and beverages,28-01-2019,January,Cash,8.1,11.53,7,84.7455
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,14-02-2019,February,Ewallet,6,58.32,2,122.472
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,24-03-2019,March,Cash,7.9,78.38,4,329.196
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,09-02-2019,February,Credit card,8.8,84.61,10,888.405
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,24-03-2019,March,Credit card,6.6,82.88,5,435.12
186-71-5196,A,Yangon,Member,Female,Food and beverages,27-03-2019,March,Ewallet,6.2,79.54,2,167.034
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,27-01-2019,January,Credit card,4.2,49.01,10,514.605
313-66-9943,B,Mandalay,Member,Female,Food and beverages,27-03-2019,March,Credit card,7.3,29.15,3,91.8225
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,19-01-2019,January,Ewallet,8.6,56.13,4,235.746
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,07-02-2019,February,Cash,6.8,93.12,8,782.208
522-57-8364,A,Yangon,Member,Male,Fashion accessories,31-01-2019,January,Ewallet,7.6,51.34,8,431.256
459-45-2396,A,Yangon,Member,Female,Food and beverages,25-02-2019,February,Cash,5.8,99.6,3,313.74
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,02-02-2019,February,Cash,4.1,35.49,6,223.587
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,14-03-2019,March,Credit card,9.3,42.85,1,44.9925
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,11-03-2019,March,Cash,6.8,94.67,4,397.614
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,22-02-2019,February,Ewallet,8.7,68.97,3,217.2555
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,02-03-2019,March,Ewallet,6.3,26.26,3,82.719
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,10-03-2019,March,Credit card,5.1,35.79,9,338.2155
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,08-02-2019,February,Cash,7,16.37,6,103.131
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,22-02-2019,February,Credit card,5.2,12.73,2,26.733
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,10-01-2019,January,Credit card,6.6,83.14,7,611.079
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,14-03-2019,March,Ewallet,6.5,35.22,6,221.886
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,10-01-2019,January,Ewallet,9,13.78,4,57.876
321-49-7382,B,Mandalay,Member,Male,Sports and travel,15-02-2019,February,Credit card,5.2,88.31,1,92.7255
397-25-8725,A,Yangon,Member,Female,Health and beauty,13-01-2019,January,Credit card,6.8,39.62,9,374.409
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,15-02-2019,February,Credit card,7.6,88.25,9,833.9625
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,02-03-2019,March,Ewallet,7.2,25.31,2,53.151
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,24-03-2019,March,Ewallet,7.1,99.92,6,629.496
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,02-02-2019,February,Credit card,9.5,83.35,2,175.035
243-55-8457,A,Yangon,Normal,Female,Food and beverages,27-02-2019,February,Ewallet,5.1,74.44,10,781.62
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,20-01-2019,January,Ewallet,7.6,64.08,7,470.988
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,03-01-2019,January,Ewallet,9.8,63.15,6,397.845
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,24-01-2019,January,Ewallet,5.1,85.72,3,270.018
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,05-01-2019,January,Ewallet,7.5,78.89,7,579.8415
361-85-2571,A,Yangon,Normal,Female,Sports and travel,30-03-2019,March,Cash,7.4,89.48,5,469.77
131-70-8179,A,Yangon,Member,Female,Health and beauty,17-02-2019,February,Cash,4.2,92.09,3,290.0835
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,21-03-2019,March,Ewallet,5.9,57.29,6,360.927
720-72-2436,A,Yangon,Normal,Male,Food and beverages,02-03-2019,March,Ewallet,6.9,66.52,4,279.384
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,27-03-2019,March,Cash,6.6,99.82,9,943.299
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,19-01-2019,January,Ewallet,5.7,45.68,10,479.64
449-16-6770,A,Yangon,Normal,Male,Health and beauty,19-02-2019,February,Credit card,5.3,50.79,5,266.6475
333-23-2632,A,Yangon,Member,Male,Health and beauty,28-03-2019,March,Cash,4.2,10.08,7,74.088
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,05-01-2019,January,Credit card,7.3,93.88,7,690.018
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,26-03-2019,March,Credit card,5.3,84.25,2,176.925
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,03-02-2019,February,Ewallet,4.7,53.78,1,56.469
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,06-02-2019,February,Ewallet,7.9,35.81,5,188.0025
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,24-02-2019,February,Ewallet,8.9,26.43,8,222.012
503-21-4385,B,Mandalay,Member,Male,Health and beauty,21-02-2019,February,Ewallet,9.3,39.91,3,125.7165
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,09-01-2019,January,Ewallet,4.7,21.9,3,68.985
574-80-1489,B,Mandalay,Member,Female,Food and beverages,25-02-2019,February,Ewallet,8.7,62.85,4,263.97
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,13-01-2019,January,Cash,7.6,21.04,4,88.368
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,09-02-2019,February,Cash,5.7,65.91,6,415.233
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,06-01-2019,January,Cash,6.8,42.57,7,312.8895
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,10-01-2019,January,Cash,5.4,50.49,9,477.1305
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,07-02-2019,February,Cash,7.1,46.02,6,289.926
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,09-01-2019,January,Cash,7.8,15.8,10,165.9
384-59-6655,A,Yangon,Member,Female,Food and beverages,19-02-2019,February,Cash,8.4,98.66,9,932.337
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,18-03-2019,March,Cash,9.8,91.98,1,96.579
324-92-3863,A,Yangon,Member,Male,Electronic accessories,05-02-2019,February,Cash,9.8,20.89,2,43.869
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,19-03-2019,March,Credit card,7.4,15.5,1,16.275
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,30-03-2019,March,Cash,6.7,96.82,3,304.983
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,26-01-2019,January,Credit card,6.4,33.33,2,69.993
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,02-03-2019,March,Credit card,5.8,38.27,2,80.367
